sampno,vehno,travel_date
2951975,2,2012-12-11
7203896,2,2013-01-18
2061644,2,2012-07-02
1532601,1,2012-05-05
1411889,3,2012-05-22
2169564,1,2012-10-16
1290034,2,2012-03-10
1452274,3,2012-03-26
1179644,1,2012-02-17
7203896,2,2013-01-17
1157183,3,2012-02-16
1156622,2,2012-04-12
2526824,2,2012-10-29
1771163,3,2012-08-12
2268045,1,2012-10-21
2253778,1,2012-11-06
2016749,2,2012-08-02
1130604,1,2012-02-09
2572796,3,2012-12-03
2267804,1,2012-09-19
2498788,1,2012-09-24
2264830,1,2012-07-29
2561298,1,2012-12-03
7202838,1,2013-01-12
1158941,2,2012-02-20
1158552,2,2012-04-12
2143135,1,2012-11-09
2142774,1,2012-09-14
2552032,2,2012-09-29
2758999,1,2013-01-27
2650170,1,2012-10-28
1119821,1,2012-02-08
1680876,1,2012-06-13
2131756,1,2012-10-09
2103754,1,2012-09-07
2246360,3,2012-09-02
1235282,1,2012-03-04
1131660,2,2012-03-06
1682285,1,2012-09-06
3022385,2,2012-12-27
2142774,1,2012-09-13
1224932,1,2012-03-13
7204239,2,2013-01-16
1144883,1,2012-02-13
1757501,1,2012-06-06
1375576,1,2012-07-03
1712705,2,2012-07-04
2538023,1,2012-11-18
1236363,1,2012-03-07
3052193,2,2013-01-09
2177861,1,2012-08-25
2089664,1,2012-09-16
2246360,2,2012-09-01
2661241,2,2012-11-28
1708202,1,2012-09-04
2143135,1,2012-11-07
1718977,2,2012-08-09
2653286,2,2012-11-14
2115522,1,2012-11-02
2525166,2,2012-10-30
2661241,1,2012-11-27
2236330,2,2012-07-14
2225855,1,2012-08-01
1256261,1,2012-02-22
1702618,1,2012-06-10
1119070,2,2012-02-02
1909198,2,2012-07-11
1223692,1,2012-02-26
2527373,1,2012-11-22
1153250,1,2012-02-21
2759536,3,2012-12-09
2538023,1,2012-11-21
1208803,1,2012-02-25
1242543,1,2012-03-19
1458064,2,2012-04-26
2642276,4,2012-11-22
1746498,1,2012-06-14
2236435,2,2012-07-06
1764495,1,2012-06-10
1773708,1,2012-06-13
2118071,1,2012-10-08
2601214,1,2012-09-27
2578322,2,2012-10-08
1831201,2,2012-07-18
2537814,1,2012-12-13
1151498,2,2012-04-01
2115522,1,2012-11-03
2718575,1,2013-01-07
7203018,1,2013-01-20
1137920,1,2012-04-03
7209067,2,2013-01-31
1151794,1,2012-04-05
1775272,1,2012-07-07
2194710,2,2012-09-10
1680876,1,2012-06-15
1318928,1,2012-03-07
1532601,1,2012-05-01
1134470,1,2012-04-15
2253040,2,2012-10-23
2643742,2,2012-11-21
1775272,3,2012-07-05
2195942,1,2012-11-09
1146678,2,2012-03-31
1120424,1,2012-02-02
2645047,2,2012-11-27
2215330,1,2012-07-16
1430629,1,2012-05-01
2556033,1,2012-10-12
2562300,1,2012-09-25
1318928,1,2012-03-11
1407588,1,2012-05-17
1137549,2,2012-02-12
1693087,1,2012-08-10
2654878,1,2012-11-29
1155158,2,2012-02-16
2510248,1,2012-09-24
1325736,1,2012-03-15
2261479,1,2012-06-30
1130487,1,2012-02-03
1717746,1,2012-06-26
2518996,3,2012-10-31
2487482,2,2012-09-24
1856374,3,2012-07-18
7203018,1,2013-01-17
2578322,2,2012-10-05
1146678,3,2012-04-01
1390543,1,2012-04-24
1152646,1,2012-02-15
1154089,3,2012-05-16
1035198,1,2012-05-22
2552758,1,2012-11-22
1139422,1,2012-04-10
1402529,2,2012-04-27
1130487,2,2012-02-05
2201952,1,2012-10-21
2510248,2,2012-09-23
1129234,1,2012-04-02
2562300,1,2012-09-26
7203094,1,2013-01-27
1158232,2,2012-04-06
1751392,1,2012-06-06
1707867,1,2012-07-20
2925637,2,2012-12-20
2578322,1,2012-10-03
2225855,1,2012-08-03
1147504,1,2012-02-15
1402529,2,2012-04-23
2105161,1,2012-07-27
2079870,1,2012-07-13
1144043,1,2012-04-09
1718977,2,2012-08-13
2572796,1,2012-11-28
1711486,1,2012-07-15
1680876,2,2012-06-17
1775272,3,2012-07-02
1282541,1,2012-02-20
1747105,1,2012-07-05
1264982,2,2012-02-19
2065077,1,2012-07-12
1437535,1,2012-03-23
1131660,1,2012-03-08
1051795,1,2012-05-17
1400320,2,2012-03-23
2572796,2,2012-11-27
1051649,1,2012-05-10
2654878,3,2012-12-02
2067735,1,2012-10-26
1681108,1,2012-08-21
1454465,1,2012-03-28
2281511,2,2012-07-11
2195942,1,2012-11-07
2118071,1,2012-10-12
2195942,2,2012-11-08
1120935,1,2012-03-11
7203896,2,2013-01-20
7201245,2,2013-01-17
1675855,1,2012-06-01
2496311,2,2012-11-24
1139416,1,2012-03-07
1437535,1,2012-03-21
2183999,2,2012-09-15
1139422,1,2012-04-11
2496311,3,2012-11-22
1400320,2,2012-03-21
1236363,1,2012-03-12
2552758,2,2012-11-21
2259514,1,2012-10-27
1751392,1,2012-06-09
2143234,2,2012-10-14
1898041,3,2012-07-22
2174068,2,2012-11-04
1044414,1,2012-05-11
2697790,1,2013-01-22
2067735,1,2012-10-24
1775272,2,2012-07-03
1054803,1,2012-05-09
1158632,3,2012-04-17
2527998,2,2013-01-11
7202124,3,2013-01-23
1690986,3,2012-06-04
1119821,3,2012-02-03
1717746,2,2012-06-24
2951975,2,2012-12-09
2189741,2,2012-10-18
2281511,2,2012-07-13
1856374,1,2012-07-17
1356673,1,2012-04-29
1051649,2,2012-05-08
1128195,1,2012-02-05
1772847,2,2012-07-10
1772847,1,2012-07-09
1376484,1,2012-05-15
2195942,2,2012-11-06
2267338,1,2012-08-02
2578322,1,2012-10-04
2090417,2,2012-09-16
2647188,2,2012-10-07
2143135,1,2012-11-10
1374265,2,2012-04-11
2654851,1,2012-11-15
1746498,1,2012-06-12
1411889,2,2012-05-24
2093623,1,2012-10-25
2118071,2,2012-10-06
1743264,1,2012-06-08
1681108,1,2012-08-27
1130604,1,2012-02-04
1150191,2,2012-04-18
1433441,1,2012-03-19
1726361,1,2012-06-05
1295325,1,2012-02-11
1987680,3,2012-07-25
2621146,2,2012-09-27
2578322,1,2012-10-06
1346841,2,2012-05-06
2143234,1,2012-10-18
1143815,1,2012-04-09
7209067,3,2013-02-02
2225855,1,2012-08-06
1711486,1,2012-07-18
1319784,3,2012-02-24
1135438,2,2012-02-12
1400320,1,2012-03-20
1158877,2,2012-04-02
2487482,2,2012-09-22
1134470,1,2012-04-13
1470126,1,2012-04-21
2510248,1,2012-09-22
1131660,1,2012-03-05
2926552,1,2013-01-03
1121290,1,2012-02-04
1690986,1,2012-06-06
2569979,1,2012-10-13
2045487,2,2012-09-10
3039701,1,2013-01-05
1856374,3,2012-07-13
1722424,1,2012-07-10
2513557,2,2012-09-25
2291208,1,2012-09-01
2496311,1,2012-11-23
1158632,3,2012-04-19
2741339,2,2012-12-13
2650170,1,2012-11-01
1817256,1,2012-07-16
1121290,2,2012-02-08
2557083,1,2012-12-01
2169564,1,2012-10-15
2171118,1,2012-10-18
2577440,1,2012-12-15
2557083,1,2012-12-05
7203018,1,2013-01-18
1856374,3,2012-07-15
1374265,1,2012-04-17
1771163,1,2012-08-10
2252043,1,2012-11-08
2201952,1,2012-10-19
2518996,3,2012-11-05
2594688,2,2012-11-03
1718977,2,2012-08-14
2079870,1,2012-07-11
2077038,1,2012-10-03
1149328,2,2012-03-09
1682456,1,2012-07-08
1458064,1,2012-04-27
2496311,2,2012-11-25
1134721,2,2012-04-02
2513557,2,2012-09-26
2483552,1,2012-09-19
2195942,1,2012-11-05
2652089,2,2012-12-10
1186814,1,2012-03-21
1264982,1,2012-02-21
2174068,2,2012-11-02
2052046,2,2012-10-09
1729827,3,2012-06-13
1680806,1,2012-06-12
1458064,1,2012-04-23
2246360,1,2012-08-30
2578322,2,2012-10-02
7200837,1,2013-01-14
2954351,3,2012-12-16
1742095,2,2012-07-16
2594688,2,2012-11-02
2550511,1,2012-10-25
2552032,2,2012-09-28
2555550,2,2012-09-18
1433441,3,2012-03-24
2253040,2,2012-10-26
2264830,3,2012-07-27
2264740,1,2012-06-29
2611413,2,2012-10-26
1035198,2,2012-05-27
2555550,2,2012-09-21
1452274,2,2012-03-25
2194348,1,2012-07-11
2951975,2,2012-12-08
1411889,1,2012-05-20
2483552,1,2012-09-25
1264399,1,2012-03-06
1831201,2,2012-07-20
1708202,2,2012-09-06
2577440,2,2012-12-10
2246809,1,2012-07-15
2183489,1,2012-09-17
2111735,2,2012-07-28
2645047,2,2012-11-22
1210204,1,2012-03-21
2576484,1,2012-11-05
1532601,1,2012-05-03
2259514,2,2012-11-01
2569231,1,2012-11-16
1156622,1,2012-04-17
2561298,1,2012-12-02
1772847,1,2012-07-11
2572796,3,2012-12-02
2246360,3,2012-08-29
2113763,1,2012-10-11
2253040,2,2012-10-24
1411889,3,2012-05-25
2248993,1,2012-08-31
2758999,2,2013-01-31
2016749,1,2012-07-31
2550511,1,2012-10-28
2537814,1,2012-12-14
2111735,2,2012-08-01
1319784,1,2012-02-26
7200837,1,2013-01-13
2016749,1,2012-07-30
1319784,1,2012-02-25
2518082,1,2012-09-29
1411889,2,2012-05-21
2654878,1,2012-11-28
1502994,3,2012-04-20
3068067,1,2013-02-02
1682791,1,2012-08-29
2654878,2,2012-11-27
1150191,1,2012-04-17
1430629,1,2012-05-03
2138491,2,2012-09-15
1119055,1,2012-03-01
1123111,1,2012-04-21
1158552,2,2012-04-10
2556033,1,2012-10-15
1135317,2,2012-04-08
2253778,1,2012-11-04
1153250,1,2012-02-27
2092013,1,2012-06-27
3014343,1,2013-01-25
1290034,2,2012-03-06
1771038,2,2012-06-17
1151498,2,2012-03-28
1302642,1,2012-03-04
2954351,3,2012-12-17
2718575,1,2013-01-05
1682791,2,2012-08-27
2022086,1,2012-07-25
1155144,1,2012-05-08
2655433,1,2012-12-04
7203896,1,2013-01-15
2173648,1,2012-10-04
1717746,2,2012-06-27
2045730,1,2012-11-03
1339275,1,2012-05-23
2079870,1,2012-07-09
2097623,2,2012-10-24
1119055,1,2012-03-02
1037295,1,2012-05-03
2638244,2,2012-09-28
7204105,1,2013-01-25
2067735,1,2012-10-23
2645047,1,2012-11-21
2059750,1,2012-06-29
1156622,2,2012-04-11
2076915,1,2012-07-16
1712590,2,2012-07-04
2092013,1,2012-06-28
2496311,3,2012-11-27
2173648,1,2012-10-06
1125585,1,2012-02-13
2526824,2,2012-10-31
1699793,2,2012-06-19
1125362,2,2012-02-06
2572796,1,2012-11-29
2093665,1,2012-07-13
1710984,3,2012-06-07
1735179,2,2012-05-02
1144441,1,2012-03-12
1717746,2,2012-06-28
2045730,1,2012-11-02
2093623,1,2012-10-28
1155144,1,2012-05-14
2643778,1,2012-11-13
1675855,3,2012-06-05
1158552,2,2012-04-11
2017211,1,2012-10-19
2264830,1,2012-07-24
1131660,2,2012-03-10
1772847,2,2012-07-07
1698967,1,2012-06-12
2061644,2,2012-07-01
2111735,1,2012-07-26
2017211,1,2012-10-21
2949525,1,2013-01-02
1675855,2,2012-06-06
2957153,2,2013-01-09
1773708,1,2012-06-07
2169564,1,2012-10-12
1844702,1,2012-07-19
1376484,1,2012-05-14
2759536,1,2012-12-07
2526824,2,2012-10-30
1242543,1,2012-03-20
1150191,1,2012-04-19
1158632,1,2012-04-16
2195580,1,2012-10-12
1442488,1,2012-03-24
1682285,1,2012-09-08
1690986,3,2012-06-03
1346841,1,2012-05-02
1123227,1,2012-02-07
1712590,1,2012-07-07
1146678,1,2012-04-05
1234336,1,2012-02-17
1743805,1,2012-09-11
2652089,2,2012-12-07
1156732,2,2012-02-17
1898041,3,2012-07-20
1139945,1,2012-04-10
2145125,1,2012-10-07
2643778,1,2012-11-11
1976414,1,2012-07-21
2089020,2,2012-07-30
1320244,1,2012-03-11
1521424,1,2012-04-26
1260457,2,2012-02-29
1051649,1,2012-05-11
2160062,1,2012-09-15
2094759,1,2012-10-09
1141076,1,2012-05-02
1208803,1,2012-02-23
2225855,1,2012-08-07
2576484,1,2012-11-07
1844702,1,2012-07-24
1130487,1,2012-02-07
1120424,1,2012-02-08
2658298,1,2012-10-27
2179333,1,2012-10-27
1470126,2,2012-04-20
2093665,1,2012-07-11
2089020,2,2012-07-31
2194348,1,2012-07-15
2089664,1,2012-09-19
2643945,1,2012-10-14
2239007,1,2012-09-15
1051795,1,2012-05-16
2954351,2,2012-12-13
1054803,1,2012-05-06
1240624,1,2012-03-21
1709773,1,2012-06-12
1776019,1,2012-09-19
1743805,1,2012-09-12
2183999,1,2012-09-16
1139416,1,2012-03-02
1146678,1,2012-03-30
2569231,1,2012-11-18
2194348,1,2012-07-13
2235192,1,2012-07-14
2199289,1,2012-09-26
1353726,1,2012-02-23
2555550,2,2012-09-20
2525166,2,2012-10-29
2267338,1,2012-08-01
1154089,3,2012-05-17
2079481,1,2012-08-20
1135955,2,2012-03-05
1437535,1,2012-03-25
1707867,1,2012-07-22
2246809,1,2012-07-18
2233056,2,2012-08-04
1707867,1,2012-07-25
2513557,1,2012-09-29
2269840,1,2012-11-01
1712590,2,2012-07-03
1407588,1,2012-05-16
2045730,1,2012-11-04
2203100,2,2012-11-01
1470126,3,2012-04-23
2281511,2,2012-07-09
2266571,1,2012-07-25
2281511,1,2012-07-10
1139945,1,2012-04-11
2055542,1,2012-07-21
2643778,1,2012-11-10
2665232,1,2012-09-28
2954351,1,2012-12-11
2643778,1,2012-11-14
1702618,1,2012-06-15
2525166,1,2012-11-02
1725871,2,2012-06-21
2173648,1,2012-10-03
1138010,1,2012-03-15
1725871,1,2012-06-20
1143815,2,2012-04-12
2199289,1,2012-09-25
2951975,1,2012-12-06
2569979,2,2012-10-09
1390543,1,2012-04-18
2626517,1,2012-10-17
1346841,1,2012-05-05
2652089,2,2012-12-08
1682456,2,2012-07-11
2215330,1,2012-07-13
2718575,1,2013-01-09
1156622,1,2012-04-14
2217304,1,2012-06-24
1454465,1,2012-03-23
2741339,1,2012-12-12
3029527,1,2013-01-20
2183999,2,2012-09-17
1681108,1,2012-08-25
1044414,1,2012-05-13
2552758,2,2012-11-20
2492506,1,2012-10-03
2517401,1,2012-09-27
2016749,2,2012-07-29
1051795,2,2012-05-15
2183999,2,2012-09-12
1135955,2,2012-03-02
2142467,2,2012-09-28
1158552,1,2012-04-14
1690986,2,2012-06-08
2697790,3,2013-01-23
1120935,1,2012-03-05
2269840,1,2012-10-29
1208803,1,2012-02-24
1129234,1,2012-03-31
7202387,1,2013-01-23
1140006,2,2012-02-09
2492506,2,2012-10-05
7202124,1,2013-01-22
2079481,1,2012-08-17
2022086,1,2012-07-30
2233056,1,2012-08-06
1987680,1,2012-07-21
2267804,2,2012-09-22
2525166,2,2012-11-01
2654851,3,2012-11-12
2089020,3,2012-08-01
1763198,1,2012-06-10
1402529,1,2012-04-24
1224932,2,2012-03-12
1209027,2,2012-02-10
3052193,2,2013-01-07
2113763,1,2012-10-13
1158232,1,2012-04-09
2556033,1,2012-10-14
1044414,1,2012-05-17
2203100,1,2012-11-02
1139416,1,2012-03-05
1146678,2,2012-04-02
2601214,1,2012-09-28
1321768,1,2012-02-25
1051649,2,2012-05-12
2079481,1,2012-08-18
2655433,1,2012-12-01
1321768,1,2012-02-26
1139422,1,2012-04-13
1817256,1,2012-07-18
7203374,2,2013-01-28
2649003,1,2012-11-24
2264830,3,2012-07-23
2572796,1,2012-11-30
1134742,2,2012-02-07
2199289,2,2012-09-27
1717746,1,2012-06-25
2259514,1,2012-10-26
1690986,1,2012-06-07
1318928,1,2012-03-05
2646999,1,2012-11-19
2514178,2,2012-09-26
1156732,1,2012-02-16
1693087,1,2012-08-08
1682456,1,2012-07-07
2655433,1,2012-12-05
7201245,1,2013-01-13
2552832,2,2012-12-02
1843677,2,2012-07-17
1680876,1,2012-06-18
2949525,1,2013-01-06
2552832,1,2012-12-01
2654878,3,2012-11-26
1137549,2,2012-02-08
1771038,2,2012-06-21
1151498,2,2012-03-30
1054803,1,2012-05-04
2611413,1,2012-11-01
2483552,1,2012-09-21
1234336,2,2012-02-16
2643742,2,2012-11-20
1119821,3,2012-02-02
2215330,1,2012-07-15
1433441,1,2012-03-22
3022385,1,2012-12-29
1771038,1,2012-06-20
2052046,2,2012-10-10
2926552,2,2012-12-29
2061644,1,2012-06-30
2647188,1,2012-10-06
3052193,1,2013-01-11
1742095,2,2012-07-18
2225855,1,2012-08-05
1768608,1,2012-06-18
1135955,2,2012-03-01
2518082,1,2012-09-30
1151794,1,2012-04-04
1702618,1,2012-06-09
2518996,2,2012-11-02
1742095,2,2012-07-15
2199289,1,2012-09-21
2510248,1,2012-09-28
2626517,1,2012-10-16
1757501,1,2012-06-03
1746498,1,2012-06-08
2647188,2,2012-10-12
2087385,1,2012-11-01
2951975,2,2012-12-07
2492506,1,2012-10-06
1764495,1,2012-06-09
1119055,2,2012-03-04
2233056,1,2012-08-03
1751392,2,2012-06-08
2179333,1,2012-10-23
2215330,3,2012-07-12
2177861,1,2012-08-28
2537814,1,2012-12-15
1898041,2,2012-07-24
2201952,1,2012-10-22
2203100,1,2012-11-04
2045730,2,2012-11-01
2266571,1,2012-07-31
1318928,1,2012-03-08
2197883,2,2012-07-30
1681108,1,2012-08-23
1856374,3,2012-07-16
1333141,1,2012-03-20
2492506,1,2012-10-04
1675855,2,2012-06-02
2267804,2,2012-09-24
2052046,1,2012-10-11
2569979,1,2012-10-08
2171118,2,2012-10-23
1817256,1,2012-07-15
2281511,1,2012-07-08
1898041,2,2012-07-19
2197883,2,2012-07-31
1776019,1,2012-09-18
1433441,3,2012-03-20
1051649,1,2012-05-07
2483552,1,2012-09-20
1677168,2,2012-06-06
3052193,1,2013-01-08
2538023,1,2012-11-19
1035198,1,2012-05-28
2517401,2,2012-09-21
2061644,1,2012-06-28
1751392,1,2012-06-07
2643945,1,2012-10-15
7209067,2,2013-02-01
2089664,1,2012-09-18
1260457,2,2012-03-01
2526824,2,2012-10-25
2105161,1,2012-07-29
1139416,1,2012-03-08
1128811,2,2012-03-25
1681108,1,2012-08-22
7202261,1,2013-01-23
1037751,1,2012-05-25
7203094,1,2013-01-23
1775272,1,2012-07-01
2259514,2,2012-10-29
1817256,1,2012-07-13
2215330,1,2012-07-11
2091575,1,2012-08-02
1680806,1,2012-06-08
1120935,1,2012-03-08
2061644,1,2012-06-27
2189741,1,2012-10-23
1035198,3,2012-05-25
1131660,1,2012-03-07
2588463,2,2012-11-04
7203374,2,2013-01-29
1452274,2,2012-03-28
1400320,1,2012-03-24
2556033,2,2012-10-18
1120424,1,2012-02-03
2826327,1,2013-01-17
2649003,1,2012-11-25
1138010,1,2012-03-14
1682791,2,2012-08-26
1437535,2,2012-03-26
2658298,2,2012-10-29
2564708,1,2012-12-02
1346841,2,2012-05-04
2697790,2,2013-01-20
1375576,1,2012-07-06
1339275,1,2012-05-17
7204286,1,2013-01-20
3014343,1,2013-01-29
2926552,3,2013-01-01
2954351,1,2012-12-12
2649003,1,2012-11-19
1146678,1,2012-04-04
2110228,1,2012-11-08
1681108,1,2012-08-26
1051795,2,2012-05-14
2143234,2,2012-10-15
2611413,3,2012-10-31
1402529,1,2012-04-28
2656998,2,2012-11-15
1135317,1,2012-04-10
1130487,2,2012-02-04
2138491,2,2012-09-11
1156732,2,2012-02-19
2650170,2,2012-11-02
1264982,1,2012-02-20
2526824,2,2012-10-28
2253040,2,2012-10-27
2957153,1,2013-01-13
2218485,1,2012-07-05
1898041,1,2012-07-18
3039701,1,2013-01-03
2594688,1,2012-11-01
2611413,2,2012-10-27
1325736,1,2012-03-14
1154089,1,2012-05-21
2527373,1,2012-11-23
1773708,1,2012-06-09
2200752,1,2012-11-10
2236435,2,2012-07-03
7203525,1,2013-01-17
2642276,4,2012-11-23
2538023,1,2012-11-17
1831201,2,2012-07-17
1387013,2,2012-02-17
1729827,1,2012-06-15
2621146,1,2012-09-26
2650170,1,2012-10-29
2264740,1,2012-07-01
2650170,2,2012-11-03
1154089,1,2012-05-18
2089664,1,2012-09-21
1693087,1,2012-08-12
2174068,1,2012-11-01
2654878,1,2012-11-30
1156622,2,2012-04-13
1149328,1,2012-03-08
1712590,1,2012-07-01
2597985,1,2012-10-03
1134470,1,2012-04-18
2158234,1,2012-08-29
1430629,1,2012-04-30
1776019,1,2012-09-21
2172179,2,2012-11-05
2131756,2,2012-10-12
1976414,1,2012-07-26
1128811,2,2012-03-21
1356673,1,2012-04-27
2090417,1,2012-09-17
1150104,1,2012-04-20
2665232,1,2012-09-24
1129234,1,2012-04-03
1532601,1,2012-04-30
1135317,1,2012-04-11
7204239,1,2013-01-18
1158552,2,2012-04-13
2514178,1,2012-09-29
2172179,2,2012-10-30
1152022,2,2012-02-13
1158877,1,2012-03-30
1142708,2,2012-02-09
1757501,2,2012-06-05
2164601,2,2012-09-24
2090417,1,2012-09-22
1037295,1,2012-05-07
1035198,2,2012-05-24
2264830,1,2012-07-28
2218485,4,2012-07-07
2577440,1,2012-12-14
2215330,2,2012-07-10
2089020,3,2012-08-02
1128811,2,2012-03-23
2246809,1,2012-07-16
2194710,2,2012-09-07
2197883,1,2012-07-27
1730973,2,2012-07-25
2592356,3,2012-10-10
2638244,2,2012-09-22
1130487,1,2012-02-08
1120424,1,2012-02-07
2218485,1,2012-07-02
7202124,1,2013-01-24
2183489,1,2012-09-15
1139945,1,2012-04-15
2513557,1,2012-09-27
2140668,1,2012-08-31
1158632,1,2012-04-21
1675855,2,2012-06-07
3014343,1,2013-01-26
1144883,3,2012-02-14
2569979,2,2012-10-10
2642276,2,2012-11-21
1134721,2,2012-04-03
1155144,1,2012-05-12
1690986,1,2012-06-02
2555550,2,2012-09-19
1121290,1,2012-02-05
2061644,2,2012-06-26
1128811,1,2012-03-20
1757501,1,2012-06-04
2658298,1,2012-10-26
1722424,1,2012-07-08
2179333,1,2012-10-26
1763198,1,2012-06-13
2759536,1,2012-12-09
1776019,1,2012-09-20
1152646,1,2012-02-18
2943742,2,2013-01-09
1130604,1,2012-02-05
2643945,1,2012-10-12
7201245,1,2013-01-14
7203018,1,2013-01-19
1725871,1,2012-06-23
7204239,1,2013-01-17
2569979,1,2012-10-11
1742095,2,2012-07-21
1260457,2,2012-02-27
1356673,3,2012-04-25
2171118,2,2012-10-20
2557083,1,2012-12-06
2169564,1,2012-10-14
1843302,2,2012-07-21
2195580,1,2012-10-14
2518082,1,2012-09-27
2091575,1,2012-08-01
2172179,2,2012-10-31
2527998,2,2013-01-15
1282541,1,2012-02-21
1682456,1,2012-07-10
1682456,2,2012-07-09
2236435,2,2012-07-04
2658298,1,2012-10-24
2609398,1,2012-09-23
2061644,2,2012-06-29
1708202,3,2012-09-04
2179333,1,2012-10-24
3014343,1,2013-01-28
1135955,2,2012-03-07
1743805,1,2012-09-15
2160062,1,2012-09-17
2189741,1,2012-10-24
7203525,1,2013-01-18
2557083,1,2012-12-04
1843302,1,2012-07-24
1856374,2,2012-07-14
1693087,2,2012-08-09
1123111,1,2012-04-16
1035198,2,2012-05-26
2194348,1,2012-07-16
1772847,2,2012-07-08
1909198,2,2012-07-12
1139945,1,2012-04-13
1119821,3,2012-02-08
1044414,1,2012-05-16
2650170,3,2012-10-28
1680876,3,2012-06-13
2145125,1,2012-10-05
1051649,1,2012-05-13
1125585,1,2012-02-09
2217304,1,2012-06-27
1158877,2,2012-04-03
2239007,1,2012-09-17
2291208,2,2012-09-06
2646999,1,2012-11-17
2045487,2,2012-09-07
2597985,1,2012-10-06
2143234,2,2012-10-20
1709773,1,2012-06-08
2110228,1,2012-11-06
1699793,1,2012-06-14
1699031,2,2012-06-05
1682791,2,2012-08-25
2142774,1,2012-09-16
2951975,2,2012-12-10
1150191,2,2012-04-15
2093623,1,2012-10-30
2959995,1,2012-12-18
2597985,1,2012-10-04
1843302,1,2012-07-19
1131660,2,2012-03-09
2089664,1,2012-09-20
1150104,2,2012-04-25
1411889,1,2012-05-22
1155158,1,2012-02-17
1452274,1,2012-03-26
1742095,1,2012-07-19
2611413,3,2012-10-30
2246360,3,2012-08-31
2572796,1,2012-12-03
2264830,3,2012-07-29
2957153,2,2013-01-10
2246360,2,2012-09-03
2959995,1,2012-12-19
2638244,1,2012-09-23
2189741,1,2012-10-20
2926552,2,2012-12-30
1771163,1,2012-08-12
1119070,2,2012-02-06
2248993,1,2012-08-29
2569231,1,2012-11-14
1139818,1,2012-03-12
1374265,1,2012-04-14
2281511,3,2012-07-14
1120424,1,2012-02-06
1437535,2,2012-03-22
2496311,1,2012-11-22
1718977,1,2012-08-10
2959995,1,2012-12-17
1437535,1,2012-03-27
2233056,1,2012-08-02
2052046,1,2012-10-12
2203100,2,2012-11-05
1400320,1,2012-03-22
2268045,1,2012-10-25
1159003,1,2012-02-17
1155144,1,2012-05-09
2552032,2,2012-10-01
2514178,1,2012-09-28
1290034,1,2012-03-07
1240624,1,2012-03-15
2145125,1,2012-10-08
1158632,1,2012-04-17
2269840,1,2012-10-30
2643742,2,2012-11-24
7202124,1,2013-01-23
2513557,2,2012-09-23
2609398,1,2012-09-21
1843677,2,2012-07-16
1135438,2,2012-02-11
2194710,2,2012-09-12
2697790,3,2013-01-22
